item,score,total_occ,preferred_occ
conservative pay,0.9,10,9
terrible speculation,1.0,9,9
light lieutenant,0.6666666666666666,9,6
eastern insert,0.2222222222222222,9,2
gay tonne,0.0,10,0
Jewish test,0.4,10,4
helpful feed,0.5,10,5
annual skeleton,0.1,10,1
twin walking,0.3333333333333333,9,3
annual rhetoric,0.6,10,6
racial rescue,0.3333333333333333,9,3
technological visa,0.6666666666666666,9,6
nearby advantage,0.5555555555555556,9,5
ideal attendance,0.8888888888888888,9,8
fair casting,0.6666666666666666,9,6
inner concert,0.6,10,6
severe craft,0.625,8,5
convenient art,0.6,10,6
eastern insurance,0.5555555555555556,9,5
organisational tourism,0.5555555555555556,9,5
double worry,0.75,8,6
agricultural witch,0.2222222222222222,9,2
video liability,0.7777777777777778,9,7
mainstream bursary,0.4444444444444444,9,4
gentle mass,0.7777777777777778,9,7
historic stem,0.3333333333333333,9,3
preliminary trap,0.6666666666666666,9,6
mixed leader,0.2222222222222222,9,2
numerous symmetry,0.6,10,6
Western nephew,0.5714285714285714,7,4
electronic gender,0.0,10,0
South quality,0.3,10,3
leading behavior,0.9,10,9
able pavement,0.1111111111111111,9,1
dependent warfare,0.75,8,6
minimum breeding,0.8,10,8
biological bachelor,0.6666666666666666,9,6
spectacular joke,0.8888888888888888,9,8
applicable pointer,0.4,10,4
optical fall,0.3333333333333333,9,3
social masterpiece,0.5714285714285714,7,4
forthcoming balcony,0.0,9,0
accessible civilian,0.6666666666666666,9,6
exciting arthritis,0.1111111111111111,9,1
qualified vowel,0.2222222222222222,9,2
east neglect,0.2222222222222222,9,2
mature booklet,0.6666666666666666,9,6
least stimulus,0.3,10,3
mixed erm,0.3,10,3
Israeli texture,0.2222222222222222,9,2
written telecommunication,0.4,10,4
direct globe,0.25,8,2
sole worm,0.1,10,1
dry trustee,0.2222222222222222,9,2
intelligent moderator,1.0,7,7
straight citation,0.6666666666666666,9,6
overseas disappointment,0.5,10,5
net election,0.3333333333333333,9,3
true ankle,0.2,10,2
adverse entrant,0.5,10,5
mathematical house,0.1111111111111111,9,1
acceptable cotton,0.5555555555555556,9,5
unlikely organization,1.0,10,10
bold cruise,0.4444444444444444,9,4
wild transmitter,0.5555555555555556,9,5
West device,0.3333333333333333,9,3
final wildlife,0.1111111111111111,9,1
amazing aggression,0.8888888888888888,9,8
technical dead,0.1111111111111111,9,1
legendary suite,0.75,8,6
classical crest,0.4444444444444444,9,4
absolute rubber,0.375,8,3
civil celebrity,0.2222222222222222,9,2
recent vowel,0.4,10,4
mutual amendment,0.6666666666666666,9,6
ongoing toe,0.125,8,1
total powder,0.7,10,7
clear digit,0.4444444444444444,9,4
functional racism,0.5555555555555556,9,5
rough award,0.2222222222222222,9,2
giant consistency,0.2222222222222222,9,2
outer explosion,0.875,8,7
equal feasibility,0.8888888888888888,9,8
indigenous release,0.4,10,4
executive convergence,0.7,10,7
animal hub,0.375,8,3
commercial abundance,0.8888888888888888,9,8
surprising basketball,0.2222222222222222,9,2
Iraqi testament,0.6666666666666666,9,6
fellow dinner,0.2222222222222222,9,2
equal surname,0.4,10,4
sick layer,0.375,8,3
rear ear,0.2,10,2
left drought,0.0,9,0
mass premiere,0.5555555555555556,9,5
latter outlook,0.5,8,4
royal lorry,0.3333333333333333,9,3
organic hunger,0.5555555555555556,9,5
dynamic booklet,1.0,9,9
extraordinary borough,0.6666666666666666,9,6
presidential genius,1.0,9,9
preliminary crop,0.6,10,6
violent mortality,0.8,10,8
partial courage,0.7777777777777778,9,7
accurate zoo,0.2,10,2
economic shoulder,0.3,10,3
important grip,0.4444444444444444,9,4
ethnic headache,0.2857142857142857,7,2
emotional consumer,1.0,9,9
conventional whale,0.2727272727272727,11,3
exact finance,0.8888888888888888,9,8
odd gym,0.7777777777777778,9,7
strict promoter,0.8888888888888888,9,8
grand helicopter,0.5714285714285714,7,4
twin salary,0.3333333333333333,9,3
sorry cure,0.4,10,4
historic revenge,0.8,10,8
decent shrine,0.9,10,9
preferred determination,0.7142857142857143,7,5
human confidentiality,0.7,10,7
southern gaming,0.6666666666666666,9,6
administrative theatre,0.5,8,4
romantic auditor,0.42857142857142855,7,3
cheap cemetery,0.8571428571428571,7,6
corporate blend,0.7777777777777778,9,7
regulatory parliament,0.7,10,7
thick masterpiece,0.4,10,4
fellow money,0.2,10,2
criminal starter,0.375,8,3
potential orange,0.2,10,2
poor bursary,0.6666666666666666,9,6
weekly remnant,0.875,8,7
occasional thinker,1.0,9,9
outdoor summit,1.0,9,9
unique controversy,0.7,10,7
subject ice,0.2222222222222222,9,2
industrial coin,0.25,8,2
tropical confidentiality,0.0,8,0
agricultural pier,0.25,8,2
worldwide pyramid,0.14285714285714285,7,1
rich tourism,0.9,10,9
operational wheelchair,0.8888888888888888,9,8
quiet corruption,0.8,10,8
comic keyboard,0.2222222222222222,9,2
rural princess,0.8,10,8
nervous consolidation,0.5,8,4
Muslim script,0.875,8,7
surprising lawyer,1.0,8,8
collaborative digit,0.25,8,2
informal diet,0.8,10,8
sad ranking,0.8,10,8
established delivery,0.7142857142857143,7,5
contemporary anniversary,0.6666666666666666,9,6
severe jungle,0.42857142857142855,7,3
theoretical rubber,0.3,10,3
global gardening,0.42857142857142855,7,3
entire sake,0.4444444444444444,9,4
provincial moisture,0.3,10,3
constant herd,0.4,10,4
audio health,0.375,8,3
proud supplement,0.2222222222222222,9,2
institutional floor,0.6666666666666666,9,6
psychological dictionary,0.8,10,8
surprising sandwich,0.6,10,6
revolutionary audit,0.5555555555555556,9,5
weak ownership,0.8,10,8
oral shower,0.2222222222222222,9,2
creative pedestrian,0.4444444444444444,9,4
dedicated sunlight,0.3,10,3
graphic mainstream,0.25,8,2
careful contestant,0.75,8,6
interested temptation,0.5,10,5
integral apparatus,0.7,10,7
Norwegian anatomy,0.4,10,4
live leaf,0.5,8,4
video cruiser,0.7142857142857143,7,5
liberal neck,0.2,10,2
southern inch,0.3333333333333333,9,3
easy honors,0.5555555555555556,9,5
reasonable legacy,0.625,8,5
Asian amount,0.2222222222222222,9,2
violent corpus,0.0,7,0
proper twin,0.6666666666666666,9,6
tough symbol,0.75,8,6
proud divorce,0.4,10,4
low frontier,0.625,8,5
armed exploration,0.75,8,6
nervous extraction,0.6666666666666666,9,6
easy mud,0.3333333333333333,9,3
fundamental soccer,0.6,10,6
western garage,0.7,10,7
undergraduate email,0.5,10,5
graphic equilibrium,0.9,10,9
possible calorie,0.6666666666666666,9,6
able gram,0.2,10,2
responsible lease,0.6666666666666666,9,6
reliable deer,0.3333333333333333,9,3
odd affiliate,0.8888888888888888,9,8
existing propaganda,0.875,8,7
integral machinery,0.875,8,7
elderly break,0.2857142857142857,7,2
competitive victim,0.6,10,6
West trouser,0.25,8,2
statistical terrorism,0.5,8,4
nervous genius,1.0,10,10
poor surfing,0.6666666666666666,9,6
full terrorist,0.5555555555555556,9,5
inclusive homepage,0.5,10,5
archaeological fixture,0.75,8,6
opposite inside,0.1111111111111111,9,1
ethical sister,0.625,8,5
parallel liver,0.2222222222222222,9,2
original motorist,0.5,10,5
experienced bomb,0.1,10,1
Arab banner,0.8,10,8
double vaccination,0.8,10,8
interesting terminus,0.4444444444444444,9,4
rear manufacturing,0.5555555555555556,9,5
Norwegian prescription,0.5,10,5
gentle assembly,0.5714285714285714,7,4
blue computation,0.1111111111111111,9,1
average specie,0.625,8,5
superior headache,0.375,8,3
northern coating,0.4,10,4
Muslim competence,0.6,10,6
Victorian dealer,0.9,10,9
median recycling,0.2727272727272727,11,3
prestigious phenomenon,0.6666666666666666,9,6
dominant vice,0.6,10,6
specified suspicion,0.5,8,4
ill takeover,0.625,8,5
audio drink,0.0,9,0
proud slab,0.3,10,3
electronic ditch,0.2,10,2
organisational color,0.5555555555555556,9,5
civil array,0.375,8,3
reliable dissolution,0.4444444444444444,9,4
light plasma,0.5555555555555556,9,5
front electricity,0.3333333333333333,9,3
optical cycling,0.4444444444444444,9,4
South examiner,0.4444444444444444,9,4
guilty radiation,0.1111111111111111,9,1
front reward,0.2,10,2
false outfit,0.3,10,3
intelligent trio,0.875,8,7
modern cholesterol,0.2222222222222222,9,2
terrible entertainment,0.8888888888888888,9,8
major suicide,0.8888888888888888,9,8
identical treat,0.75,8,6
stable volunteer,0.9,10,9
equivalent rope,0.6666666666666666,9,6
fast autonomy,0.3333333333333333,9,3
essential wage,0.75,8,6
Israeli discipline,0.6666666666666666,9,6
natural tonight,0.2222222222222222,9,2
Conservative outline,0.8888888888888888,9,8
excellent doctorate,0.6,10,6
helpful linen,0.3333333333333333,9,3
abstract feast,0.5555555555555556,9,5
plain mechanism,0.8888888888888888,9,8
relevant frustration,0.7,10,7
married hunting,0.1,10,1
different nephew,0.6666666666666666,9,6
increased noon,0.0,10,0
North rifle,0.1111111111111111,9,1
fat lid,0.5,8,4
Danish heading,0.625,8,5
proud absence,0.5555555555555556,9,5
medical uncle,0.2222222222222222,9,2
average canon,0.8888888888888888,9,8
major unity,0.5,10,5
innovative pest,0.7142857142857143,7,5
manual archaeologist,0.625,8,5
progressive repertoire,0.75,8,6
official capitalism,0.9,10,9
spiritual dial,0.4444444444444444,9,4
empty refreshment,0.4,10,4
consistent autobiography,0.8,10,8
mobile geometry,0.4444444444444444,9,4
accurate beast,0.3333333333333333,9,3
solid exile,0.625,8,5
entire anxiety,0.1111111111111111,9,1
complex niche,0.6666666666666666,9,6
political landfill,0.5,8,4
critical resignation,0.6666666666666666,9,6
widespread brake,0.2,10,2
creative dealer,0.8888888888888888,9,8
helpful dairy,0.375,8,3
sufficient comedian,0.5555555555555556,9,5
amateur spa,0.375,8,3
full-time cultivation,0.9,10,9
sexual photographer,0.8888888888888888,9,8
applicable evacuation,1.0,10,10
provincial worth,0.8,10,8
parliamentary professional,0.8888888888888888,9,8
sick regeneration,0.5555555555555556,9,5
tight percent,0.42857142857142855,7,3
early lip,0.0,9,0
able quotation,0.3333333333333333,9,3
yellow grant,0.2222222222222222,9,2
thick speculation,0.3333333333333333,9,3
conservative motor,0.5,10,5
dual prosperity,0.5555555555555556,9,5
presidential motivation,0.6666666666666666,9,6
subsequent asbestos,0.4,10,4
presidential league,0.5555555555555556,9,5
concrete royalty,0.4444444444444444,9,4
stunning insulin,0.2,10,2
static coalition,0.6666666666666666,9,6
corresponding talk,0.7,10,7
negative classroom,0.6,10,6
capable consistency,0.375,8,3
fat poison,0.2222222222222222,9,2
outdoor terminus,0.4444444444444444,9,4
northern atom,0.3333333333333333,9,3
existing conduct,0.5555555555555556,9,5
ongoing height,0.1111111111111111,9,1
cheap wealth,0.3333333333333333,9,3
coastal ballad,0.4444444444444444,9,4
biological peasant,0.5714285714285714,7,4
warm ceiling,0.5555555555555556,9,5
romantic rotation,0.0,10,0
minimal municipality,0.5,10,5
remarkable volunteer,1.0,10,10
sole verse,0.42857142857142855,7,3
angry bowler,0.8888888888888888,9,8
outdoor enemy,0.7,10,7
corresponding folk,0.3333333333333333,9,3
coastal recording,0.4444444444444444,9,4
interested remedy,0.1111111111111111,9,1
influential fundraising,0.7777777777777778,9,7
retail suicide,0.42857142857142855,7,3
nearby honor,0.2222222222222222,9,2
Conservative dynamics,0.7,10,7
healthy deputy,0.6666666666666666,9,6
consecutive advocate,0.42857142857142855,7,3
environmental wake,0.4444444444444444,9,4
integral peninsula,0.3,10,3
minimum disadvantage,1.0,8,8
West pharmacist,0.4,10,4
structural legend,0.4444444444444444,9,4
combined pocket,0.5,6,3
outer cousin,0.3,10,3
usual mankind,0.8571428571428571,7,6
effective plain,0.25,8,2
chief ease,0.0,7,0
odd creator,0.5,8,4
extended insurer,0.7777777777777778,9,7
full-time file,0.3333333333333333,9,3
weekly bronze,0.1,10,1
due follower,0.4,10,4
acute future,0.3,10,3
nervous academy,0.3,10,3
convenient sickness,0.6666666666666666,9,6
combined abstract,0.6666666666666666,9,6
angry framework,0.3333333333333333,9,3
cold brick,0.8,10,8
monthly convoy,0.5,10,5
distant paperback,0.375,8,3
little minimum,0.0,9,0
light photographer,0.875,8,7
basic wait,0.6666666666666666,9,6
architectural safety,1.0,9,9
combined blanket,0.2222222222222222,9,2
ready cabin,0.375,8,3
constant cake,0.1111111111111111,9,1
ready flooding,0.2857142857142857,7,2
oral something,0.2222222222222222,9,2
same freshwater,0.5,10,5
fine legislation,0.75,8,6
careful meat,0.1111111111111111,9,1
impossible component,0.6666666666666666,9,6
terrorist journey,0.625,8,5
wet fireplace,0.5,8,4
Norwegian aim,0.7,10,7
chief relay,0.4,10,4
Democratic nerve,0.3,10,3
steep desire,0.3,10,3
universal petrol,0.8,10,8
able chocolate,0.0,7,0
prime mayor,0.4444444444444444,9,4
nearby inning,0.3333333333333333,9,3
ethical honey,0.1111111111111111,9,1
moral original,0.2222222222222222,9,2
technological quot,0.4,10,4
several independence,0.0,10,0
brief scenery,0.3333333333333333,9,3
fat protection,0.5,10,5
tough realm,0.625,8,5
Swedish shrine,0.7,10,7
obvious pound,0.3,10,3
distinctive accounting,1.0,10,10
equivalent youngster,0.375,8,3
warm entrant,0.375,8,3
mature borrowing,0.5,8,4
part-time flow,0.75,8,6
middle honey,0.1,10,1
guilty pint,0.1,10,1
musical motorist,0.5,8,4
friendly luck,0.3333333333333333,9,3
southern encounter,0.5,10,5
agricultural decay,0.7777777777777778,9,7
Chinese vowel,0.75,8,6
positive decoration,0.3333333333333333,9,3
residential perception,0.625,8,5
South X-ray,0.25,8,2
institutional quot,0.2222222222222222,9,2
familiar gas,0.8888888888888888,9,8
fast stress,0.125,8,1
corporate diamond,0.5714285714285714,7,4
practical trio,0.75,8,6
genetic convoy,0.4444444444444444,9,4
grand wartime,0.5555555555555556,9,5
adjacent symmetry,0.5714285714285714,7,4
coastal justification,0.375,8,3
prominent tea,0.75,8,6
mutual mixture,0.5,10,5
liberal wildlife,0.5555555555555556,9,5
applicable subsidy,0.4444444444444444,9,4
regional wear,0.875,8,7
violent sitcom,1.0,9,9
Iraqi pepper,0.625,8,5
systematic composer,0.5,10,5
giant actor,0.875,8,7
architectural worm,0.375,8,3
retail airfield,0.7,10,7
racial milk,0.2222222222222222,9,2
minor sensor,0.6666666666666666,9,6
online tunnel,0.1111111111111111,9,1
written professor,0.0,5,0
exciting devotion,0.8888888888888888,9,8
acceptable tiger,0.25,8,2
unlikely repetition,0.5555555555555556,9,5
realistic elite,0.3333333333333333,9,3
wide paperback,0.5,10,5
valuable nobody,0.375,8,3
easy arrow,0.6666666666666666,9,6
institutional offender,0.7777777777777778,9,7
on-line text-decoration,0.3333333333333333,6,2
regular homeland,0.1,10,1
extended bear,0.0,10,0
statistical nation,0.6,10,6
stable bout,0.1,10,1
defensive defect,0.4,10,4
Turkish drop,0.1111111111111111,9,1
senior cord,0.2,10,2
undergraduate slave,0.8,10,8
widespread liberal,0.5,10,5
dedicated retirement,0.7777777777777778,9,7
golden citizen,0.3,10,3
medieval volcano,0.8,10,8
sorry bell,0.16666666666666666,6,1
least cave,0.0,10,0
systematic dealer,0.8,10,8
brief spouse,0.25,8,2
increased fix,0.5,8,4
thin senator,1.0,8,8
competitive comedian,0.8888888888888888,9,8
live nut,0.7,10,7
industrial lender,0.6666666666666666,9,6
South canopy,0.6666666666666666,9,6
southern dragon,0.625,8,5
respective silence,0.8888888888888888,9,8
dominant anyone,0.1,10,1
Catholic classic,0.5,10,5
nuclear fox,0.0,8,0
varied cash,0.8,10,8
electric abstract,0.3333333333333333,9,3
controversial molecule,0.75,8,6
giant stimulus,0.8571428571428571,7,6
internal taxpayer,0.5555555555555556,9,5
secret criticism,0.75,8,6
corporate meadow,0.2222222222222222,9,2
parliamentary load,0.625,8,5
weak truth,0.8,10,8
sensitive selling,0.75,8,6
experimental disappointment,0.4444444444444444,9,4
naval penny,0.375,8,3
opposite supervisor,0.4444444444444444,9,4
capable mix,0.4444444444444444,9,4
automatic badge,0.3333333333333333,9,3
outside pledge,0.375,8,3
environmental conception,0.625,8,5
tropical lung,0.0,7,0
innovative wicket,0.5,8,4
wet policy,0.2,10,2
sophisticated ambition,0.8888888888888888,9,8
scientific bee,0.8571428571428571,7,6
modern laugh,0.375,8,3
Muslim dial,0.4444444444444444,9,4
informal primary,0.5,10,5
live inning,0.375,8,3
compulsory platinum,0.0,9,0
valuable grace,0.4,10,4
total trainer,0.3333333333333333,9,3
severe fox,0.1111111111111111,9,1
keen saving,0.4444444444444444,9,4
chief capture,0.2,10,2
permanent sudoku,0.0,9,0
medieval keyboard,0.3333333333333333,9,3
prestigious comic,0.9,10,9
deep amplifier,0.0,5,0
impossible coach,0.5,10,5
blind coup,0.7,10,7
armed maker,0.6,10,6
Conservative paperback,0.7,10,7
tropical ideology,0.7777777777777778,9,7
undergraduate denomination,0.6,10,6
slight pest,0.7777777777777778,9,7
sorry evaluation,0.6,10,6
crucial flood,0.5555555555555556,9,5
vertical gene,0.3333333333333333,9,3
due manor,0.4,10,4
compulsory bureaucracy,0.8,10,8
musical rumour,0.4444444444444444,9,4
latter weekday,0.4444444444444444,9,4
mainstream prosperity,0.8,10,8
collaborative sentiment,0.875,8,7
red catering,0.2,10,2
manual hunting,0.4444444444444444,9,4
influential garment,0.6666666666666666,9,6
square verdict,0.4444444444444444,9,4
organisational ally,0.6,10,6
capable brand,0.8,10,8
impressive licensing,0.5714285714285714,7,4
negative jacket,0.1111111111111111,9,1
presidential prevention,0.3333333333333333,6,2
undergraduate byte,0.0,8,0
digital density,0.6666666666666666,9,6
optical scenery,0.875,8,7
false projector,0.3333333333333333,9,3
frequent span,0.4444444444444444,9,4
medieval touchdown,0.25,8,2
sweet suicide,0.1,10,1
enjoyable guilt,0.4444444444444444,9,4
tight theft,0.125,8,1
exclusive undertaking,0.6666666666666666,9,6
adverse presentation,0.75,8,6
detailed noon,0.125,8,1
equal spectacle,0.375,8,3
fantastic worry,0.2222222222222222,9,2
vast solicitor,0.3,10,3
net education,0.75,8,6
partial singing,0.4,10,4
former genome,0.3333333333333333,9,3
experienced wheel,0.2857142857142857,7,2
preliminary courage,0.5555555555555556,9,5
printed feed,0.625,8,5
rare resignation,1.0,10,10
exciting certification,0.3333333333333333,9,3
systematic citizen,0.5555555555555556,9,5
integral wavelength,0.7,10,7
acute notation,0.7,10,7
front slate,0.5,8,4
conservative exhaust,0.1111111111111111,9,1
statistical genus,0.5555555555555556,9,5
correct soccer,0.2,10,2
fantastic cadet,0.7,10,7
structural socialism,1.0,8,8
controversial reinforcement,0.9,10,9
electric browser,0.6,10,6
continued glance,1.0,9,9
valid spam,0.3,10,3
sustainable supplement,0.6666666666666666,9,6
broad sandstone,0.5,10,5
classic proceed,0.125,8,1
potential screen,0.3333333333333333,9,3
long-term monkey,0.0,9,0
pregnant radio,0.125,8,1
